web-scraper-order|web-scraper-start-url|author|title|date|content|rating|next|next-href||||
"1556765472-3128,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Myndi,or a fun adventure. The author himself explains that at the ...,2-Jan-17,""Book four in this series is as aptly named as the rest...The Miserable Mill, miserable being a very key word.  These books are not for the person who wants to read a sappy romance, or a fun adventure.  The author himself explains that at the beginning of the book.  One of my favorite parts of these books is when the author compares the story to one of his own life, which may or may not be all that similar but the way its told is often times hilarious.  I also enjoy how intelligent the orphans are when the adults around them seem to be so dim.  While they rely on adults to save them each time, it's really the children who find out the plots and schemes and go through the books trying to get the adults to figure it out too, all the while inventing and reading and coming up with ways to stop Count Olaf.  Fans of a darker style of mystery/adventure story will love this series."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&filterByStar=five_star&pageNumber=28&reviewerType=all_reviews"||||||||||||
1556765455-3049|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Emily Cooper age 11|Awesome|5-May-13|This is a sad book but it has a twist to it one fight from count olaf to a nother but the kids are fortunate|5.0 out of 5 stars|Next page?|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&filterByStar=five_star&pageNumber=20&reviewerType=all_reviews||||
"1556765501-3250,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Kat,Remember You Will Die,18-Mar-05,""This without a doubt is the BEST in the series of unfortunate events series!The 3 Baudelaires(Violet,Klaus,and Sunny)are shipped off to Prufort Prepetory Bording School.The school's motto is Remember You Will Die.The Baudelaires meet up w/ the Quagmires,2 kids that were triplets,but their brother died in a fire similar to the Baudelaire fire.Also Carmelita Spatz is introduced in the series. She's almost as evil as Count Olaf!All she does all day is go around telling everyone they're cakesniffers.And just like in all the past books Count Olaf is back. Thankfully dressed up as a man this time!This time around he calls himeself Couch Genghis.Also vice principal Nero is a retard.He makes Sunny be his Secritatry!!!!He has all these weird and ridiculus rules.I really enjoyed this book,but the ending was a little sad..."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_41?ie=UTF8&filterByStar=five_star&pageNumber=41&reviewerType=all_reviews"||||||||||||
"1556765472-3125,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Michael S. Kraus,In Dubious Circumstances Once Again,23-Feb-17,""The Baudelaire children, Violet, Klaus and Sunny, are orphans.  Their parents perished when their house burned down.  When Violet comes of age, she and her siblings will inherit a vast fortune.  Until then, Mr. Poe manages their fortune and places them with a guardian, while the Evil Count Olaf attempts to steal the fortune from the children."||||||||||||
||||||||||||
Once again| Mr. Poe has placed the Baudelaire orphans in dubious circumstances.  Dubious circumstances here means not safe and secure for three orphan children.|||||||||||
||||||||||||
Mr. Poe has made a habit of placing the orphans in dubious circumstances.  For Mr. Poe dubious circumstances means convenient for Mr. Poe.||||||||||||
||||||||||||
This time Mr. Poe has placed the orphans in a lumber mill.  Like all lumber mills this one is filled with dangerous machinery which no child should ever be near.||||||||||||
||||||||||||
The owner of the mill has agreed to keep the Baudelaires safe from Count Olaf.  In return the orphans are to work in the mill.||||||||||||
||||||||||||
Strangely| when Count Olaf dons a disguise| the adults who are supposed to protect the children can't seem to recognize him.  It is up to the children to unmask him.  Unmask here means finding the count's tattoo on his ankle.||||||||||
||||||||||||
"I enjoyed this episode of the series.  There is real danger and the Baudelaires need to be creative in order to escape with their lives."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&filterByStar=five_star&pageNumber=28&reviewerType=all_reviews"||||||||||||
1556765466-3090|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Keira Kolasinski|A great read|6-Feb-14|This book was a great continuation of the story! I really enjoyed it- I can't wait to read the next in the series!!|5.0 out of 5 stars|Next page?|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&filterByStar=five_star&pageNumber=25&reviewerType=all_reviews||||
"1556765435-2956,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Melissa A. Mett,who doesn't love lemony snicket?,5-Sep-15,""i love the series, great books for kids and adults!"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&filterByStar=five_star&pageNumber=11&reviewerType=all_reviews"||||||||||||
1556765446-3002|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Jane W.|Love it! Book is delivered just as described in ...|23-Jul-15|Love it!  Book is delivered just as described in description.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&filterByStar=five_star&pageNumber=16&reviewerType=all_reviews||||
1556765506-3277|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|HalSkiPC|Great series|30-Nov-18|What’s there not to like?|5.0 out of 5 stars|Next page?|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_43?ie=UTF8&filterByStar=five_star&pageNumber=43&reviewerType=all_reviews||||
"1556765528-3374,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,A. Colorito,""series of unfortunate events"||||||||||||
" #5 the Austere Academy"",31-Jan-12,One of the best books i`ve ever read. Sometime they start boring. But keep reading they keep getting better and better. Thank you Lemony Snicket!,5.0 out of 5 stars,Next page?,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_53?ie=UTF8&filterByStar=five_star&pageNumber=53&reviewerType=all_reviews"||||||||||||
"1556765501-3251,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Lisonje,A TRUE TALE OF WOE,26-Sep-01,""The Lemony Snicket books are by far the coolest and most imaginative things I've read in a bit. They are a bit dark and strange, which is odd for a children's book. However, they are great for adults."||||||||||||
I easily read each book in a day and am in suspense waiting for the next.||||||||||||
You will wish and hope and dream the Baudelaire Orphans will escape from the evil Count Olaf. But| as Lemony Snicket is careful to remind you| don't expect a truly happy ending.||||||||||
"These books are inexpensive and worth every penny."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_41?ie=UTF8&filterByStar=five_star&pageNumber=41&reviewerType=all_reviews"||||||||||||
1556765455-3046|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|CJ Adams|Thrilling|25-Mar-13|I personally am a fan of Lemony Snicket's a series of unfortunate events and this was by far the best and most suspenseful. I recommend reading the first four before reading this one.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&filterByStar=five_star&pageNumber=20&reviewerType=all_reviews||||
"1556765466-3096,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Consuelo Zarazel,Awesome,29-Nov-13,""Because it was really good"||||||||||||
"And very sad plus very exiting and I didn't like count Olav ether. That is why."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&filterByStar=five_star&pageNumber=25&reviewerType=all_reviews"||||||||||||
"1556765501-3253,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Amazon Customer,The Best One Yet!,19-Feb-01,""The Baudelaire orphans this time go to live with the sixth most important financial advisor in the city and her husband. Stairs are """"in"""" and elevators are """"out"""", so they have to walk to the penthouse on the sixty-sixth floor, the average of 48 and 84. But when they encounter Count Olaf, they realize that their explanation of where the Quagmire triplets are is right under their noses! But alas! Don't be fooled by this review! THis story is part of the unfortunate events series! They neverhave a happy ending. But still, it's reeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeelly good."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_41?ie=UTF8&filterByStar=five_star&pageNumber=41&reviewerType=all_reviews"||||||||||||
"1556765479-3157,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Nancy E.,Funny and dismal: The best book in the series!,5-Jan-03,""The Baudelaire orphans, Violet, Sunny, and Klaus, are still on the run from the evil Count Olaf when Mr. Poe, a banker that isn't doing a very good job finding them appropriate legal guardians, sends them to Prufrock Academy. They quickly learn that this school is a very Austere Academy. Because they are orphan they are forced to live in an orphan shack, a tiny little tin hut with tiny human biting crabs and drippy fungus on the ceiling. Violet and Klaus must attend boring classes and since Sunny is too young to go to school, she is made an administrative assistant. To make matters worse Count Olaf is back in the disguise of a gym teacher and he has horrible schemes planned for them. The orphans cannot defeat him on their own but maybe with the help of a new pair of orphans they can. But don't think that this book has a happy ending."||||||||||||
"This book is definitely the best so far of the series. Bigger story arcs are starting to develop and new characters have appeared. Strangely enough my favorite part of this book is a page in a half section where the author starts to tell the readers how he and his deceased wife Beatrice are connected to the evil Count Olaf. I can't wait to read the next book in this series. I recommend this book to all fans of a Series of Unfortunate Events."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&filterByStar=five_star&pageNumber=31&reviewerType=all_reviews"||||||||||||
"1556765490-3207,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,S Lee,The Austere Academy,27-Feb-03,""This book is the best book so far out of A series of Unfortunate Events. I really liked this book because the Baudelaires finally seemed less hopeless because they made new friends named the Quagmire triplets. Their names were Isadora, Duncan, and Quigley, but Quigley died in a fire with the Quagmire parents. Of course, Count Olaf shows up in this book, and he is dressed as their new physical exercise teacher. He wears a turban to cover his long eyebrow, long running shoes to cover his tattoo, and dresses in a shirt and shorts, dressed normally like a physical exercise teacher. The Baudelaires also make an enemy in this book named Carmelita Spats."||||||||||||
