web-scraper-order|web-scraper-start-url|author|title|date|content|rating|next|next-href
1556763603-48|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|I. Abraham|Great book. Great condition.|17-Apr-19|Book is perfect. Will shop again.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&filterByStar=five_star&pageNumber=5&reviewerType=all_reviews
1556763675-367|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Tally|The best book ever!!!|3-Jan-13|I love this book instead of ending in a very happy ending and stopping itstead will keep on going READ IT NOW!!!!!|5.0 out of 5 stars|Next page?|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_paging_btm_37?ie=UTF8&filterByStar=five_star&pageNumber=37&reviewerType=all_reviews
1556763723-586|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|E. Bochynski|Great Read-Aloud!|23-May-01|"I am a 7th grade Language Arts teacher and am always looking for great books to read aloud to my students.  I picked up the first, The Bad Beginning, because I liked the size and cover of the book.  After I read the letter from Lemony Snicket warning the reader to put the book down immediately, I was instantly intrigued.  I was drawn to the author's sense of humor and his unique way to explain vocabulary make me think this was a possibility for a read aloud.
My students LOVED this book.  We are now on the Wide Window and they beg me everyday to read some more.  The kids are beginning to understand the humor.  They boo whenever Count Olaf is in the scene, they groan with the stupidity of Mr. Poe, and they are stunned when Mr. Snicket actually reveals the fate of the characters before it happens.
The best endorsement of a book is when my 13 year old boys, who keep telling me reading is boring, go buy these books on their own!  Well done, Mr. Snicket.  Fremont's 7th grade class cannot get enough of the Bauldelaire Orphans."|5.0 out of 5 stars|Next page?|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_paging_btm_59?ie=UTF8&filterByStar=five_star&pageNumber=59&reviewerType=all_reviews
1556763646-236|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|sr|Five Stars|25-Feb-15|Really enjoyed reading this again after so many years!|5.0 out of 5 stars|Next page?|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&filterByStar=five_star&pageNumber=24&reviewerType=all_reviews
1556763630-169|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Tiffany|Best book!|10-Feb-13|I read it while I was in middle school for the first time! If you are in the 6th grade these books are great!|5.0 out of 5 stars|Next page?|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&filterByStar=five_star&pageNumber=17&reviewerType=all_reviews
1556763668-336|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|samara Guzman|really good|22-Jul-13|i love the book, the story and the price was really good can't wait to read the rest of the series|5.0 out of 5 stars|Next page?|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_paging_btm_34?ie=UTF8&filterByStar=five_star&pageNumber=34&reviewerType=all_reviews
1556763650-256|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|CMW|Good book|20-Apr-13|It was a great book I am going to get the next book. Thanks kindle .!!!  Boom in Texas not good|5.0 out of 5 stars|Next page?|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&filterByStar=five_star&pageNumber=26&reviewerType=all_reviews
1556763644-224|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|ARIANA GARCIA|Amazing|8-Apr-13|It was awesome. A little sad but great. I really can't wait until the next book. I wonder what happens.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&filterByStar=five_star&pageNumber=23&reviewerType=all_reviews
1556763632-171|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Amazon Customer|Five Stars|17-May-16|Good storyline!|5.0 out of 5 stars|Next page?|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&filterByStar=five_star&pageNumber=18&reviewerType=all_reviews
1556763745-683|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|E.M.Paper|Dreadful!|22-Jan-05|"This story is depressing and horrible.  The poor Beaudelaire children go through such tragic events and meet such terrible people that I wept all the way through the book.
I can't wait to sob through the rest of the series! 5 out of 5!"|5.0 out of 5 stars|Next page?|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_paging_btm_69?ie=UTF8&filterByStar=five_star&pageNumber=69&reviewerType=all_reviews
1556763605-55|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|RJF in Illinois|"A winning series of ""unfortunate"" stories"|18-Feb-03|After setting the bar high with Harry Potter, we were having a hard time getting our children to focus on other stories.  This one (and the 2 we've covered since then) was a WINNER.  The writing is captivating (even for adults); the stories in this and the subsequent books are imaginative and well-told; the characters are developed well; and Lemony Snicket does a great job of blending suspense, humor and misfortune.  Importantly, the chapters take about 15 minutes to read aloud - perfect for bedtime. (Added on 12/2/04: We are now on book 11 and still going strong.)|5.0 out of 5 stars|Next page?|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&filterByStar=five_star&pageNumber=6&reviewerType=all_reviews
1556763677-375|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|S. LaRoy|BOOK|8-Nov-09|I ordered this book for my nephew.  He lost this book at school and he needed another copy because he was to do a report on the book.  Ive been happy with everthing I have ordered from Amazon.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_paging_btm_38?ie=UTF8&filterByStar=five_star&pageNumber=38&reviewerType=all_reviews
1556763628-153|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|dalisurreal|Surely you should read this book, carefully|12-Dec-11|Simply stimulating for you silly sister or sinister uncle Sal.  This book is sophisticated, striking, scientific, soothing, and a stinking series that all should savor.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&filterByStar=five_star&pageNumber=16&reviewerType=all_reviews
1556763708-514|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Rachel Berman|Great beginning of a great series!|28-Dec-06|"I really liked this book. I liked the movie and then bought books 1-10 several months ago, and just now started reading them about nine days ago. In that time, I've read several of them and loved them all. I read this one in two days.

In this series, there are three children: Violet, Klaus, and Sunny Baudelaire. Their parents are very rich and die in a fire. The children's new guardian is a man named Count Olaf. He's extremely evil and makes their lifes miserable. He tries to get their fortune from them in an extremely drastic way. I won't tell you the end, but I will tell you that the Baudelaire kids' lives get worse in the later books..."|5.0 out of 5 stars|Next page?|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_paging_btm_52?ie=UTF8&filterByStar=five_star&pageNumber=52&reviewerType=all_reviews
1556763699-477|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|J Wright|Let me tell you about a great book!|13-Mar-05|"A Series of Unfortunate Events

""The Bad Beginning""

""If you are interested in stories with happy endings, you would be better off reading some other book.""  This is the first sentence in the story.  Immediately, I was drawn into the book.  In this book, not only is there no happy ending, there is no happy beginning and very few happy things in the middle. So, how do I convince you that not only will you love this book, but you won't be able to put it down?  Well, here it goes.

The Bad Beginning is about three children, Violet, Klaus, and Sunny Baudelaire.  Although these children were intelligent, charming and attractive, they were extremely unlucky and most everything that happened to them was cursed with misfortune, misery and despair.  One day while at the beach, the children received some very bad news.  They were told by Mr. Poe, a friend of the family that their parents had ""perished"" in a terrible fire.  The fire also destroyed their entire house and all of their possessions.

Count Olaf, their guardian, is constantly trying everything in his power to get his hands on the fortune that was left to them by their parents.  No matter how Count Olaf tried to make them feel defeated, they stayed unified and strong.  The message that spoke to me was that even when you are in a difficult situation or under a lot of pressure, you should still stand up for what you believe.

I liked this book a lot because there never was a dull moment.  The Count was obsessed with trying to get their money and he never stopped.  It was like a wild roller coaster ride, full of loops and big drops.  As soon as the children managed to escape one plot, they would find themselves right smack in the middle of yet another.

If you want a book to leave you feeling like you just rode the Goliath at Magic Mountain, this is the book for you.  Once you pick it up, you won't be able to put it down until the very end.  This book will go with you to brush your teeth, eat breakfast, go to the bathroom and then ride on the bus with you to school, never leaving your hands.  Enjoy the ride!

J Wright"|5.0 out of 5 stars|Next page?|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_paging_btm_48?ie=UTF8&filterByStar=five_star&pageNumber=48&reviewerType=all_reviews
1556763725-595|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Isabel Lorena Avila|Left me on the edge of my seat|23-Jan-13|I had chosen a 5 star rating because this author and story earns it.  I mean I feel really bad for the orphans but this is leaving me at the edge of my seat.  This ending was not at all happy but that's what I love about this book, it's out of the ordinary.  Lemony (the author) was talking to the reader it something you don't read much.  And how this book left me hanging was the best part, because I've never been so excited for a book in my life. I would recommend this book to a friend who loves to read books but she reads books that she doesn't pick out ,her mom does but her mom actually has a great taste in books so I hope she will be able to get this book on her kindle.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_paging_btm_60?ie=UTF8&filterByStar=five_star&pageNumber=60&reviewerType=all_reviews
