web-scraper-order|web-scraper-start-url|author|title|date|content|rating|next|next-href|||||
"Jokes, double entendres, literary recycling and derivativeness notwithstanding, 'The End' and its twelve preceeding volumes are very funny and deeply beautiful series of fortunate events for this reader and his children."",5.0 out of 5 stars,Next page?,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&filterByStar=five_star&pageNumber=19&reviewerType=all_reviews"|||||||||||||
1556766659-5014|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|J C|It's done:(|4-Mar-13|This book was my favorite.  I just wish that it would have said what happened to the children afterward when they got to land.|5.0 out of 5 stars|Next page?|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&filterByStar=five_star&pageNumber=9&reviewerType=all_reviews|||||
"1556766643-4943,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Lydia Ipswitch,The End of an Era,22-May-14,""Well, Snicket has done it again! He wrapped up the Series of Unfortunate Events very well, but in typical Snicket fashion, left a few cliffhangers that have gone unanswered and will leave the reader wondering what happened. Very well written and very entertaining."",5.0 out of 5 stars,Next page?,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&filterByStar=five_star&pageNumber=2&reviewerType=all_reviews"|||||||||||||
"1556766668-5053,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Amazon Customer,Great choice for mint books,10-Jun-17,""Books came in Mint condition, crisp pages, not a single impression on the cover, or fold in any page."|||||||||||||
"Very impressed."",5.0 out of 5 stars,Next page?,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&filterByStar=five_star&pageNumber=13&reviewerType=all_reviews"|||||||||||||
"1556766650-4976,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,David M. Green,Wonderful Ending,1-Nov-13,""Such a marvelous ending to a superb series of books.  I bought this used from Amazon and was able to complete the book collection with it, all hardcovers and all bought for extremely good prices.  Of course it helps when the book is grand!"",5.0 out of 5 stars,Next page?,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&filterByStar=five_star&pageNumber=5&reviewerType=all_reviews"|||||||||||||
1556766650-4973|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|DustyLoeffel|Five Stars|5-Jan-17|great series!|5.0 out of 5 stars|Next page?|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&filterByStar=five_star&pageNumber=5&reviewerType=all_reviews|||||
1556766666-5049|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|cupcake girl|Cool|5-Jul-13|I really liked this book. I wonder what the baby said!!! I hope that I find another series like this made by him!|5.0 out of 5 stars|Next page?|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&filterByStar=five_star&pageNumber=12&reviewerType=all_reviews|||||
1556766648-4966|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Alex|Finally finished the series|8-Jan-16|My daughter and I finally got to finish the entire series.  This was the only one missing from our public library.  We'll probably listen to it one more time on a long trip then donate it to our library so they will have a complete set.|5.0 out of 5 stars|Next page?|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&filterByStar=five_star&pageNumber=4&reviewerType=all_reviews|||||
1556766697-5181|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Philip Burzynski|Must read|24-Jul-18|My kids love this book and series|5.0 out of 5 stars|Next page?|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&filterByStar=five_star&pageNumber=25&reviewerType=all_reviews|||||
1556766688-5138|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Amazon Customer|Five Stars|18-Nov-16|It was nice how he tied the series all up. Lemony/David did once it again.|5.0 out of 5 stars|Next page?|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&filterByStar=five_star&pageNumber=21&reviewerType=all_reviews|||||
1556766662-5025|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|man and boy|Amazing book|8-Apr-15|This is one of the best series you will ever read. I recommend that you read the whole series I give it five stars.|5.0 out of 5 stars|Next page?|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&filterByStar=five_star&pageNumber=10&reviewerType=all_reviews|||||
1556766684-5120|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Cynthia Nielsen|Great book|2-Apr-17|This is an amazing series and a good (unfortunate ) end  I recommend this to anyone who has a great taste in books. I have the whole series including the fourteenth and secret book with every answer imaginable|5.0 out of 5 stars|Next page?|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&filterByStar=five_star&pageNumber=19&reviewerType=all_reviews|||||
"1556766655-4993,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Jaime Gonzalez,Loved it,22-Apr-14,""It was an amazing book"|||||||||||||
I loved the ending and the flow of creativity throughout it.|||||||||||||
"The entire series was wonderful."",5.0 out of 5 stars,Next page?,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&filterByStar=five_star&pageNumber=7&reviewerType=all_reviews"|||||||||||||
1556766682-5104|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Amber|I wonderful ending.|2-Mar-12|Many people don't seem to like this book because of all the unanswered questions.  I however loved how it ended because often in life we don't get closure on every single thing. I enjoyed how it brought closure to one part of their lives while allowing them the chance to grow and change despite the difficulties they still faced.  I also found it a very enjoyable book to read.|5.0 out of 5 stars|Next page?|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&filterByStar=five_star&pageNumber=18&reviewerType=all_reviews|||||
"1556766652-4982,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,brian t,Five Stars,15-Mar-16,""as described, thank you"",5.0 out of 5 stars,Next page?,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&filterByStar=five_star&pageNumber=6&reviewerType=all_reviews"|||||||||||||
1556766664-5033|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|778(_3&()_666&6_5&5&&|:)|27-Dec-12|This book was great!!!I love this series so much I'm sad it's over:(the ending was great because it still left u wondering what was going to happen next just like the other books did|5.0 out of 5 stars|Next page?|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&filterByStar=five_star&pageNumber=11&reviewerType=all_reviews|||||
"1556766686-5126,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Karolina Black,A Fitting Ending,27-Aug-08,""A lot of people complain that the final book didn't have enough answers... Heck! I just think we were silly for expecting them! With the weave of mysteries in the book, how could everything possibly be explained?"|||||||||||||
|||||||||||||
But a lot WAS explained. Everything necessary. And you find out the end of the tale of the Baudelaires.|||||||||||||
|||||||||||||
I enjoyed this as much as I enjoyed the other books in the series. It was fun| unexpected| and yet... very tragic. I did cry at the end.|||||||||||
|||||||||||||
"I recommend it to any fan of the series.."",5.0 out of 5 stars,Next page?,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&filterByStar=five_star&pageNumber=20&reviewerType=all_reviews"|||||||||||||
