web-scraper-order|web-scraper-start-url|author|title|date|content|rating|next|next-href||
1556764732-1506|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Lauren Davy|Five Stars|27-Jun-18|I love these books. great for young adults who are going places :-)|5.0 out of 5 stars|Next page?|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&filterByStar=five_star&pageNumber=2&reviewerType=all_reviews||
1556764768-1668|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Kindle Customer|It's great|1-Apr-19|It was funny and had nice lessons. I have this review because it was a good book. LEMONY SNICKET IS THE BEST.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&filterByStar=five_star&pageNumber=18&reviewerType=all_reviews||
1556764750-1591|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Happiness|Kept Me Reading|19-Feb-14|This book was awesome. Can't wait to read the next and the next and the next because I just is awesome|5.0 out of 5 stars|Next page?|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&filterByStar=five_star&pageNumber=10&reviewerType=all_reviews||
"1556764779-1721,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,bernie (xyzzy),Its... (Oops) it's simply marvelous,4-Nov-15,""Once again the three Baudelaire orphans are shipped off to a distant relative, Aunt Josephine. Aunt Josephine is afraid of just about everything and everyone. This makes for a most unique lifestyle. The one exception to her fear of people is Captain Sham (and we all know who he is.) Prepare to join them on their unhappy journey and be ware of the """"Lachrymose leaches."""""||||||||||
In case you missed reading the previous two books in the series you are brought up to date in the first few pages of this story.||||||||||
||||||||||
Lemony does it again using the formula that gives these chapter books a life of their own. We look forward to his writing style and his double entendre (which in this case means is a figure of speech similar to the pun| in which a spoken phrase can be understood in either of two ways) has shades of Bullwinkle.|||||||||
||||||||||
"If you also pick up the recording narrated by Lemony himself you will find him adequate, which in this case is sufficient, But no Tim Curry, to the task."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&filterByStar=five_star&pageNumber=23&reviewerType=all_reviews"||||||||||
"1556764759-1632,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Mars Velvet,""Beatrice..........where are you, Beatrice?"",4-Jun-05,""Oh poor Beatrice......where hast thou gone??  You once told me my eyes were as blue as Lake Lacrymosa....where oddly this story, the third installment of Mr. Snicket's report on the Baudelaires, takes place."||||||||||
||||||||||
The three children| Violet the inventor... Klaus the scholar.... and little Sunny the biter find themselves in the company of guardian number 3... Aunt Josephine.  A woman who would probobly live in darkness to prevent her shadow from scaring her to death.....  as does everything else in her life.  Especially when a sham of man named oddly.....Captain Sham kidnaps her to gain the fortune of the Baudelairs..oh you know who it REALLY is!  That foul horrid overacting arsonist Count Olaf.|||||||||
||||||||||
This edition blisters with uncooked food| a dangling sword| a wooden leg| dim witted adults| secret messages| tin cans| a choo choo train| and an insipid bitten doll.|||
||||||||||
"Mr. Snicket has dedicated himself to uncover the truth of the unpleasant circumstances surrounding the Baudelaire case history.  However, you do not have to support this endeavor... not at all!  Instead go to the public library and ask the librarian for a copy of a much happier book such as Dante's """"Inferno"""" which is about a man who goes to hell and constantly speaks of his eternal love for a woman named....."||||||||||
||||||||||
"DUE TO GRAPHIC IRONY THE REMAINDER OF THE REVIEW HAS BEEN OMITTED.  IT IS THE REVIEWER'S WISH THAT MUST YOU INSIST ON READING SUCH TRAGEDY....THEN LOOK NO FURTHUR THAN """"THE WIDE WINDOW""""..........."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&filterByStar=five_star&pageNumber=14&reviewerType=all_reviews"||||||||||
"1556764746-1574,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Ms. H,I love it!!!,17-May-14,""I chosen this rating be cause it is really a great book for all kids it has danger adventure and hope it is one of my favorite series of books because of those traits the book has"||||||||||
"!!! you should get this book"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&filterByStar=five_star&pageNumber=8&reviewerType=all_reviews"||||||||||
1556764755-1608|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Ellie|Amazing|10-May-14|These books are the best of all the books I ever read. Even though there very very sad at times..|5.0 out of 5 stars|Next page?|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&filterByStar=five_star&pageNumber=12&reviewerType=all_reviews||
"1556764757-1620,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Lynne,""suspense, mystery, humor....and leeches!"",8-Jun-18,""I read the Unfortunate Events books as they were released, loved them, and never looked at them again."||||||||||
Recently I became involved with a literacy program for at-risk kids| and bought a set of the books to donate to the book bank.|||||||||
I thought I'd best skim through them to make sure they were as good as I remembered.||||||||||
||||||||||
"In Book III, yet another guardian has been found for the Baudelaire orphans -- the recently-widowed, grammar-loving, and easily-frightened Aunt Josephine, their second cousin's sister-in-law.  Count Olaf shows up almost immediately, posing as Captain Sham (""""sham,"""" of course is a word that means """"bogus, or false."""")"||||||||||
||||||||||
"Again, the orphans solve a mystery, have a series of dangerous adventures, and at the end of Book III, they are still alive and Count Olaf has evaded capture once more.  On to Book IV....  (and by """"on to,"""" I mean """"these books are truly addictive"""")."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&filterByStar=five_star&pageNumber=13&reviewerType=all_reviews"||||||||||
"1556764759-1634,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Toni Masters,The third guardian,8-Jul-05,""Aunt Josephine, wife of Ike Anwisthle lives in a mansion overlooking Lake Lachrymose, home to the feared Lachrymose leeches.She is beautiful, caring and intelligent but lacks courage and strenght and is scared of everything.The Baudelaire soon realise this when she becomes their 2nd caring and kind guardian.From the doorknob to the fridge, Aunt Josephine has an explanation of caution.So the Baudelaire orphans live in Aunt Josephine's humble abode eating cold soup and playing with their boring toys, which she had suplied for them through her kindness, so even thjough she wasn't as exciting and adventurous as Uncle Monty, she wasn't as cruel and evil as the villainous Count Olaf.So when Aunt Josephine falls in love with Olaf, disguised as Captain Sham, the Baudelaires are in trouble.This books main attraction is the wide window, which is a beautiful and large window overlooking the lake, with its blues and hues.I highly recomend this book, but i find some of the inventions in this book a little impossible, especially the fire torch which is fired up by the moon!But altogether, this book is a wonderful tale of no happy endings and the terrible death of such a dear old lady like Aunt Josephine."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&filterByStar=five_star&pageNumber=14&reviewerType=all_reviews"||||||||||
"1556764766-1659,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Norliza Ismail,It's never always happy endings for every story,10-Oct-05,""I found myself feeling sorry for these 3 Baudelaire orphans and pretty much caught up with their adventures."||||||||||
||||||||||
This is the 3rd installment of the Unfortunate Event Series| following the unfortunate lives of the 3 Baudelaire orphans| namely Violet (an Inventor)| Klaus (the Bookworm) & Sunny (the baby who would bite anything| and I mean anything!) after living with their departed Uncle Monty| killed by Count Olaf| but he escaped in the process of about to put him behind bars.||||
||||||||||
Mr Poe (in my opinion| a useless main caretaker)| a family friend who took care for the orphans fortune until Violet came to an age| brought them to live with another family member| name Mrs. Josephine Anwhistle| who lived in a house| in the edge of a hill (literally) above Lake Lachrymose| that is infested with Lachrymose Leeches| who would eat a human if they smellt food on them.||
||||||||||
Living with Aunt Josephine| who was a total grammar freak and scared of every single thing| that they have to live in a cold house| eating cold food (she's afraid of fire incidents) and the irony of being afraid of Lake Lachrymose| she actually lived on top of it. Yet counting their blessings the Baudelaire orphans| they felt lucky to be in a home with somebody that scared they actually feel secure. Until they came to a market one day and meet the Captain Sham| with a patch on one eye and a peg as one leg. but we all knew who exactly Captain Sham was| of course Aunt Josephine wasn't very keen to believe the children.|||
||||||||||
One day| Aunt Josephine died| death cause| jumping through the window| leaving the three of them to Captain Sham (Count Olaf in disguised)| and they knew Mr Poe wasn't very keen to actually believe Captain Sham was Count Olaf in disguise (He simply believed they kids are hallucinating and seeing him everywhere).|||||
||||||||||
The orphans tries to figure out a way to escape from the clutches of Count Olaf again when they discovered their aunt was still alive and was in hiding| somewhere. So they tried to get to her and tried to convince her to come back out to the world.|||||||||
||||||||||
"If you are looking for a happily ever after kind of ending for your kids, I suggest you look away from this series. But if you want to give a little modern era children facing somewhat real, you should let them read this one and of course, it's not just for children. As before, we have free vocabulary lessons in this book as well. Enjoy."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&filterByStar=five_star&pageNumber=17&reviewerType=all_reviews"||||||||||
"1556764775-1702,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,E-book,""A series of unfortunate events- #3, the wide window"",14-Apr-13,5!!!!!!!!!!!!!!! I liked this book because it is an adventure story. It was an exciting book and I love the way Lemony Snicket writes!,5.0 out of 5 stars,Next page?,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&filterByStar=five_star&pageNumber=21&reviewerType=all_reviews"||||||||||
1556764768-1675|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|J. Brown|Still Going Good|9-Aug-17|Good tale in this series. It was a little sad (and cringe-worthy) with the way the aunt went.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&filterByStar=five_star&pageNumber=18&reviewerType=all_reviews||
1556764770-1681|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|A 12-year old reader|THe Wide Window|1-Feb-02|This is one book in a series of books that tells of three kids who were orphaned when their parents died ina fire.  They spend their childhood moving to different relatives they don't know.  Their uncle Count Olaf is interested only in their inhhertance.  He follows them everywhere.  In this book he goes in disguise as Captian Sham.  He tries to trick the childern into thinking their aunt is dead and that he is their legal guardian.  Read this book and find out what happens.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&filterByStar=five_star&pageNumber=19&reviewerType=all_reviews||
